Primary NAICS,count,mean,sum
313111,3,12.333333333333334,37
313230,9,4.111111111111111,37
922160,6,6.166666666666667,37
327910,5,7.4,37
311710,5,7.4,37
333613,4,9.25,37
325132,3,12.333333333333334,37
541711,11,3.3636363636363638,37
339993,3,12.0,36
327310,8,4.5,36
111411,7,5.142857142857143,36
423140,7,5.142857142857143,36
327110,4,9.0,36
711211,4,9.0,36
327125,5,7.2,36
518210,4,9.0,36
336312,6,6.0,36
532111,13,2.769230769230769,36
333513,6,5.833333333333333,35
331419,5,7.0,35
541420,6,5.833333333333333,35
447190,7,4.857142857142857,34
322214,4,8.5,34
485999,5,6.8,34
811191,9,3.7777777777777777,34
424130,6,5.666666666666667,34
334419,10,3.4,34
331112,4,8.25,33
332611,6,5.5,33
454390,6,5.5,33
551114,6,5.5,33
488390,6,5.5,33
333511,7,4.571428571428571,32
488310,6,5.333333333333333,32
334519,3,10.666666666666666,32
541890,4,8.0,32
323117,5,6.4,32
531390,7,4.428571428571429,31
624221,4,7.75,31
337124,3,10.333333333333334,31
311823,8,3.875,31
333997,4,7.75,31
448190,6,5.166666666666667,31
424110,4,7.75,31
336991,3,10.333333333333334,31
339991,10,3.1,31
561110,10,3.0,30
524128,2,15.0,30
531312,9,3.3333333333333335,30
311711,3,10.0,30
522320,3,10.0,30
327999,4,7.5,30
722320,9,3.3333333333333335,30
23622,2,15.0,30
339113,6,5.0,30
236117,5,6.0,30
611699,7,4.285714285714286,30
621511,5,5.8,29
333994,5,5.8,29
326291,6,4.833333333333333,29
423420,4,7.25,29
334513,6,4.833333333333333,29
713210,8,3.625,29
424590,7,4.142857142857143,29
331313,5,5.8,29
314129,3,9.666666666666666,29
313110,4,7.25,29
325414,3,9.333333333333334,28
335313,7,4.0,28
423910,4,7.0,28
541690,4,7.0,28
337125,4,7.0,28
311312,7,4.0,28
511199,4,7.0,28
448210,3,9.333333333333334,28
221113,9,3.111111111111111,28
811213,6,4.666666666666667,28
333516,4,6.75,27
331318,3,9.0,27
312130,3,9.0,27
424710,6,4.5,27
312113,4,6.75,27
423130,5,5.4,27
926130,4,6.75,27
524291,4,6.75,27
486110,5,5.4,27
924110,5,5.4,27
722330,6,4.5,27
213115,2,13.0,26
711310,9,2.888888888888889,26
621498,6,4.333333333333333,26
339994,4,6.5,26
485113,5,5.2,26
316210,5,5.2,26
561920,8,3.125,25
531130,2,12.5,25
333220,3,8.333333333333334,25
326212,5,5.0,25
928120,8,3.125,25
333512,6,4.166666666666667,25
561439,3,8.333333333333334,25
212319,3,8.333333333333334,25
332913,6,4.166666666666667,25
339932,3,8.333333333333334,25
621210,2,12.0,24
722515,4,6.0,24
313112,3,8.0,24
454210,2,12.0,24
611710,5,4.8,24
423920,5,4.8,24
322226,3,8.0,24
551112,3,8.0,24
711190,5,4.8,24
337211,8,3.0,24
325312,4,6.0,24
334515,7,3.2857142857142856,23
812210,2,11.5,23
327112,2,11.5,23
453210,3,7.666666666666667,23
45399,3,7.666666666666667,23
332119,5,4.6,23
331529,3,7.666666666666667,23
423220,4,5.75,23
482112,3,7.666666666666667,23
482111,4,5.75,23
424450,8,2.875,23
333518,4,5.75,23
541910,3,7.333333333333333,22
713120,3,7.333333333333333,22
311311,2,11.0,22
326192,5,4.4,22
424460,3,7.333333333333333,22
713930,4,5.5,22
448110,3,7.333333333333333,22
448120,4,5.5,22
624210,5,4.4,22
331528,4,5.5,22
326191,4,5.5,22
312229,1,21.0,21
486990,5,4.2,21
811490,7,3.0,21
541710,7,3.0,21
336419,2,10.5,21
511140,4,5.25,21
111422,4,5.25,21
311911,6,3.5,21
333519,3,7.0,21
322223,4,5.25,21
324191,5,4.2,21
481219,3,7.0,21
333515,4,5.25,21
237210,8,2.625,21
441222,3,7.0,21
441228,2,10.5,21
316213,2,10.5,21
531190,4,5.25,21
812910,3,7.0,21
922190,3,6.666666666666667,20
521110,3,6.666666666666667,20
454113,9,2.2222222222222223,20
812990,4,5.0,20
713290,2,10.0,20
999999,3,6.666666666666667,20
335129,3,6.666666666666667,20
311225,2,10.0,20
332998,2,10.0,20
334220,4,5.0,20
323116,2,10.0,20
325612,6,3.3333333333333335,20
111211,6,3.3333333333333335,20
441229,5,4.0,20
332213,4,5.0,20
115210,5,4.0,20
339910,3,6.666666666666667,20
332216,4,4.75,19
813410,7,2.7142857142857144,19
337212,12,1.5833333333333333,19
21111,4,4.75,19
331312,6,3.1666666666666665,19
485510,2,9.5,19
311941,4,4.75,19
811412,5,3.8,19
325194,2,9.5,19
813910,4,4.75,19
333311,4,4.75,19
53,2,9.5,19
532411,2,9.5,19
443111,2,9.5,19
451130,7,2.7142857142857144,19
335921,3,6.0,18
331420,2,9.0,18
483112,1,18.0,18
322215,4,4.5,18
522120,1,18.0,18
311314,3,6.0,18
311830,4,4.5,18
322231,3,6.0,18
312230,1,18.0,18
813211,3,6.0,18
711219,4,4.25,17
335314,4,4.25,17
721214,4,4.25,17
313311,2,8.5,17
621493,3,5.666666666666667,17
926150,2,8.5,17
311930,2,8.5,17
337214,6,2.8333333333333335,17
334111,3,5.666666666666667,17
325192,2,8.5,17
333112,8,2.125,17
424930,3,5.666666666666667,17
311813,7,2.4285714285714284,17
541350,4,4.0,16
221320,2,8.0,16
335210,3,5.333333333333333,16
315299,3,5.333333333333333,16
562112,6,2.6666666666666665,16
32212,3,5.333333333333333,16
441210,2,8.0,16
111191,2,8.0,16
424310,3,5.333333333333333,16
551111,2,8.0,16
445310,3,5.333333333333333,16
333210,3,5.0,15
115113,2,7.5,15
541519,2,7.5,15
115112,5,3.0,15
541613,5,3.0,15
111940,3,5.0,15
923110,2,7.5,15
315990,1,14.0,14
335222,2,7.0,14
48-49,1,14.0,14
541214,2,7.0,14
111331,3,4.666666666666667,14
561422,6,2.3333333333333335,14
561599,2,7.0,14
335211,2,7.0,14
334514,3,4.666666666666667,14
512131,2,7.0,14
111930,4,3.5,14
314912,2,7.0,14
112320,4,3.5,14
453930,2,7.0,14
621340,3,4.666666666666667,14
322230,2,7.0,14
722514,2,7.0,14
314991,2,7.0,14
337920,1,14.0,14
522291,2,6.5,13
921110,2,6.5,13
517310,2,6.5,13
621399,3,4.333333333333333,13
111150,3,4.333333333333333,13
111199,5,2.6,13
315280,1,13.0,13
315211,1,13.0,13
523110,2,6.5,13
323115,1,13.0,13
621330,2,6.5,13
621999,7,1.8571428571428572,13
325191,1,13.0,13
337910,2,6.5,13
711320,4,3.25,13
446120,3,4.333333333333333,13
331525,3,4.333333333333333,13
511120,1,13.0,13
488111,3,4.333333333333333,13
483111,4,3.25,13
562213,5,2.6,13
481211,1,13.0,13
485991,1,12.0,12
721211,3,4.0,12
532299,3,4.0,12
926110,2,6.0,12
336320,1,12.0,12
312210,1,12.0,12
113210,1,12.0,12
33311,1,12.0,12
541430,4,3.0,12
42482,1,12.0,12
424950,2,6.0,12
311824,6,2.0,12
611512,2,5.5,11
212313,3,3.6666666666666665,11
611511,1,11.0,11
33361,1,11.0,11
327992,1,11.0,11
711130,2,5.5,11
311352,4,2.75,11
444210,2,5.5,11
524210,6,1.8333333333333333,11
611620,3,3.6666666666666665,11
445220,1,11.0,11
812921,2,5.5,11
311222,3,3.6666666666666665,11
325910,3,3.3333333333333335,10
541860,6,1.6666666666666667,10
611430,3,3.3333333333333335,10
33151,1,10.0,10
5419,1,10.0,10
332112,1,10.0,10
33122,2,5.0,10
519190,3,3.3333333333333335,10
334119,1,10.0,10
311224,1,10.0,10
333313,1,10.0,10
49311,1,10.0,10
311213,2,5.0,10
3261,1,10.0,10
339940,1,10.0,10
519120,1,10.0,10
336414,3,3.3333333333333335,10
212299,1,10.0,10
523930,2,5.0,10
454311,2,5.0,10
813319,6,1.6666666666666667,10
445292,2,5.0,10
541512,4,2.25,9
212321,4,2.25,9
424940,1,9.0,9
532291,1,9.0,9
33231,1,9.0,9
332215,2,4.5,9
561740,3,2.6666666666666665,8
443141,1,8.0,8
333293,3,2.6666666666666665,8
334290,2,4.0,8
314992,1,8.0,8
32192,1,8.0,8
334,1,8.0,8
313312,2,4.0,8
1113,1,7.0,7
621420,4,1.75,7
561510,1,7.0,7
813312,1,7.0,7
315231,1,7.0,7
611210,1,7.0,7
1121,2,3.5,7
112920,3,2.3333333333333335,7
811212,2,3.5,7
56172,1,7.0,7
712120,2,3.5,7
31141,1,7.0,7
212399,1,7.0,7
313320,1,7.0,7
221111,2,3.5,7
22112,1,7.0,7
2361,1,7.0,7
325182,1,7.0,7
325131,1,7.0,7
23811,1,7.0,7
323122,1,7.0,7
311512,2,3.5,7
56221,1,7.0,7
323121,1,7.0,7
56142,2,3.5,7
111110,2,3.5,7
423410,2,3.5,7
339116,2,3.5,7
334512,2,3.5,7
454111,3,2.3333333333333335,7
481212,4,1.75,7
524113,1,7.0,7
333316,2,3.5,7
425110,2,3.5,7
424320,2,3.5,7
335931,2,3.5,7
33611,2,3.5,7
336415,1,7.0,7
541370,5,1.4,7
484,1,7.0,7
541513,1,7.0,7
42369,1,7.0,7
424520,4,1.75,7
4451,1,7.0,7
485320,2,3.5,7
55111,1,7.0,7
423,1,7.0,7
54194,1,7.0,7
454319,3,2.0,6
333995,2,3.0,6
113110,2,3.0,6
33661,1,6.0,6
813311,2,3.0,6
333991,2,3.0,6
21,1,6.0,6
339995,3,2.0,6
448150,3,2.0,6
334414,1,6.0,6
711510,2,3.0,6
11121,1,6.0,6
114210,2,3.0,6
722212,2,3.0,6
451211,1,6.0,6
111320,1,6.0,6
22111,1,6.0,6
221330,3,2.0,6
331411,2,3.0,6
56299,1,6.0,6
311223,2,2.5,5
42339,1,5.0,5
335224,3,1.6666666666666667,5
2371,1,5.0,5
33299,1,5.0,5
325613,1,5.0,5
443112,3,1.6666666666666667,5
487110,1,4.0,4
811211,2,2.0,4
33641,3,1.3333333333333333,4
311351,3,1.3333333333333333,4
313241,1,4.0,4
334518,1,4.0,4
624230,1,4.0,4
212234,1,4.0,4
423620,4,1.0,4
335221,2,2.0,4
423690,3,1.3333333333333333,4
339942,1,4.0,4
114112,2,2.0,4
111992,1,4.0,4
335932,1,4.0,4
327124,4,1.0,4
111130,1,4.0,4
334210,2,2.0,4
33392,1,4.0,4
325992,2,2.0,4
32599,1,4.0,4
325221,1,4.0,4
331422,1,4.0,4
332115,1,4.0,4
332214,1,4.0,4
443130,1,4.0,4
323120,1,4.0,4
111336,1,4.0,4
541110,2,2.0,4
111419,2,2.0,4
333291,1,4.0,4
611519,2,2.0,4
333292,3,1.3333333333333333,4
333244,1,4.0,4
523999,2,2.0,4
315228,1,4.0,4
111920,1,4.0,4
515120,3,1.0,3
926120,5,0.6,3
424120,1,3.0,3
532420,2,1.5,3
325130,1,3.0,3
522298,2,1.5,3
923120,1,3.0,3
522310,2,1.5,3
811411,2,1.5,3
926140,1,0.0,0
445230,2,0.0,0
81111,1,0.0,0
448130,1,0.0,0
445291,2,0.0,0
112130,1,0.0,0
811122,1,0.0,0
443142,1,0.0,0
81233,2,0.0,0
8111,1,0.0,0
813212,2,0.0,0
424330,1,0.0,0
812310,1,0.0,0
453920,1,0.0,0
443120,1,0.0,0
111334,2,0.0,0
423940,1,0.0,0
112511,3,0.0,0
1114,1,0.0,0
921130,4,0.0,0
812199,2,0.0,0
454110,1,0.0,0
453220,1,0.0,0
44131,1,0.0,0
812112,1,0.0,0
424920,2,0.0,0
32721,1,0.0,0
485111,1,0.0,0
323118,1,0.0,0
525930,1,0.0,0
525990,1,0.0,0
316991,1,0.0,0
333314,1,0.0,0
32213,1,0.0,0
532112,1,0.0,0
532210,1,0.0,0
532292,3,0.0,0
33329,1,0.0,0
322225,1,0.0,0
541191,1,0.0,0
541360,2,0.0,0
541410,2,0.0,0
722410,1,0.0,0
332211,1,0.0,0
541720,2,0.0,0
541820,1,0.0,0
541840,1,0.0,0
331423,1,0.0,0
561622,1,0.0,0
561613,1,0.0,0
3312,2,0.0,0
331,1,0.0,0
327410,1,0.0,0
5613,1,0.0,0
327123,1,0.0,0
333996,2,0.0,0
621512,1,0.0,0
315220,1,0.0,0
523910,1,0.0,0
212322,1,0.0,0
212391,1,0.0,0
485210,1,0.0,0
486910,2,0.0,0
721191,1,0.0,0
23,2,0.0,0
339115,3,0.0,0
23822,1,0.0,0
23891,1,0.0,0
339111,1,0.0,0
33712,2,0.0,0
335228,1,0.0,0
711212,2,0.0,0
31161,1,0.0,0
511130,1,0.0,0
511191,2,0.0,0
512191,1,0.0,0
31191,1,0.0,0
335121,2,0.0,0
3121,1,0.0,0
334611,1,0.0,0
313113,1,0.0,0
334412,1,0.0,0
314910,1,0.0,0
334113,1,0.0,0
446199,1,0.0,0
